Day,Month,Year,Content ID,Reaction Type,Content Type,Category,Sentiment,Score
Mon,Nov,2020,ab07c995-56e6-462c-9325-bd4a2ffd8c39,dislike,GIF,tennis,negative,10
Mon,Mar,2021,ab07c995-56e6-462c-9325-bd4a2ffd8c39,dislike,GIF,tennis,negative,10
Thu,Apr,2021,985f4b4f-de40-4a4e-a090-01e100be42e9,dislike,GIF,travel,negative,10
Fri,Mar,2021,585c17a5-df96-4a6d-b144-a499e0469546,dislike,GIF,healthy eating,negative,10
Mon,Apr,2021,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,dislike,photo,fitness,negative,10
Wed,Oct,2020,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,dislike,photo,fitness,negative,10
Sat,Jul,2020,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,dislike,video,fitness,negative,10
Mon,Jan,2021,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,dislike,video,fitness,negative,10
Mon,Apr,2021,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,dislike,photo,travel,negative,10
Sun,Nov,2020,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,dislike,photo,travel,negative,10
Sun,Dec,2020,41e6d775-b5ca-4d6c-8f50-66ac3c92a300,dislike,photo,veganism,negative,10
Sun,Jun,2021,41e6d775-b5ca-4d6c-8f50-66ac3c92a300,dislike,photo,veganism,negative,10
Mon,May,2021,a8e72f75-bebc-42b4-a3c7-deb8a2412878,dislike,audio,technology,negative,10
Fri,Jun,2021,a8e72f75-bebc-42b4-a3c7-deb8a2412878,dislike,audio,technology,negative,10
Mon,Jun,2021,de61a447-bbf0-477e-9743-71031d59bbf8,dislike,GIF,studying,negative,10
Sat,Oct,2020,de61a447-bbf0-477e-9743-71031d59bbf8,dislike,GIF,studying,negative,10
Tue,Jan,2021,de61a447-bbf0-477e-9743-71031d59bbf8,dislike,GIF,studying,negative,10
Thu,Mar,2021,bceb7f2d-6afe-45fc-88b1-4d4c8f597cf8,dislike,GIF,technology,negative,10
Tue,Mar,2021,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,dislike,GIF,culture,negative,10
Wed,Aug,2020,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,dislike,GIF,culture,negative,10
Tue,Aug,2020,9bc09268-79e8-4402-ba22-ffd1e45fa66d,dislike,GIF,travel,negative,10
Sat,Jul,2020,9bc09268-79e8-4402-ba22-ffd1e45fa66d,dislike,GIF,travel,negative,10
Mon,Jul,2020,9bc09268-79e8-4402-ba22-ffd1e45fa66d,dislike,GIF,travel,negative,10
Mon,Aug,2020,12b89b4e-6770-489a-b7c3-812de3d61f20,dislike,photo,education,negative,10
Wed,Dec,2020,f7b57d86-228b-4777-be51-dde8702f7b4c,dislike,GIF,cooking,negative,10
Wed,Nov,2020,f7b57d86-228b-4777-be51-dde8702f7b4c,dislike,GIF,cooking,negative,10
Wed,Sep,2020,bc604b62-adbc-4c93-a2ae-602160714d1c,dislike,photo,cooking,negative,10
Mon,Mar,2021,bc604b62-adbc-4c93-a2ae-602160714d1c,dislike,photo,cooking,negative,10
Sat,Oct,2020,bc604b62-adbc-4c93-a2ae-602160714d1c,dislike,photo,cooking,negative,10
Wed,Jul,2020,bc604b62-adbc-4c93-a2ae-602160714d1c,dislike,photo,cooking,negative,10
Mon,Jun,2021,3ea56656-03ef-4199-b253-b5241ee21eb7,dislike,audio,veganism,negative,10
Tue,Apr,2021,55d5d3f9-566c-4fcc-b24e-02ca826cce58,dislike,photo,science,negative,10
Mon,Mar,2021,27026304-2cb5-4d64-9959-9ff0328aaa03,dislike,GIF,dogs,negative,10
Sun,Sep,2020,27026304-2cb5-4d64-9959-9ff0328aaa03,dislike,GIF,dogs,negative,10
Sat,Mar,2021,d3cc1365-2267-4b4a-8a06-40065d7ae0c9,dislike,audio,public speaking,negative,10
Fri,May,2021,4b1c315b-84a8-400a-bb49-9fec7dc767d5,dislike,audio,fitness,negative,10
Fri,May,2021,4b1c315b-84a8-400a-bb49-9fec7dc767d5,dislike,audio,fitness,negative,10
Sun,Feb,2021,4b1c315b-84a8-400a-bb49-9fec7dc767d5,dislike,audio,fitness,negative,10
Mon,Feb,2021,4b1c315b-84a8-400a-bb49-9fec7dc767d5,dislike,audio,fitness,negative,10
Sun,Dec,2020,90418e93-aa5a-4608-866e-25464b617c9b,dislike,audio,science,negative,10
Sun,Jan,2021,90418e93-aa5a-4608-866e-25464b617c9b,dislike,audio,science,negative,10
Tue,Apr,2021,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,dislike,GIF,soccer,negative,10
Tue,Aug,2020,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,dislike,GIF,soccer,negative,10
Mon,Jun,2020,b2055111-9b7b-4a05-9f07-ac190a5391f0,dislike,GIF,food,negative,10
Sat,Apr,2021,b2055111-9b7b-4a05-9f07-ac190a5391f0,dislike,GIF,food,negative,10
Sat,Jan,2021,b2055111-9b7b-4a05-9f07-ac190a5391f0,dislike,GIF,food,negative,10
Wed,Nov,2020,e3bb5693-091c-47de-b4b7-78e28b5fbb98,dislike,photo,education,negative,10
Thu,Jan,2021,e3bb5693-091c-47de-b4b7-78e28b5fbb98,dislike,photo,education,negative,10
Thu,Dec,2020,e3bb5693-091c-47de-b4b7-78e28b5fbb98,dislike,photo,education,negative,10
Thu,Jun,2021,e3bb5693-091c-47de-b4b7-78e28b5fbb98,dislike,photo,education,negative,10
Wed,Jul,2020,d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,dislike,audio,technology,negative,10
Fri,Nov,2020,d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,dislike,audio,technology,negative,10
Mon,Feb,2021,d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,dislike,audio,technology,negative,10
Fri,Dec,2020,36bd1711-92f6-4240-8ac5-21df845abe86,dislike,GIF,technology,negative,10
Sat,Aug,2020,2c9b8ec2-7eb1-47fd-891d-a5b23c019839,dislike,audio,culture,negative,10
Fri,Feb,2021,2c9b8ec2-7eb1-47fd-891d-a5b23c019839,dislike,audio,culture,negative,10
Fri,Jan,2021,9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,dislike,video,travel,negative,10
Sun,Feb,2021,e1b4a0fe-5069-4765-8170-ef44ab8f102c,dislike,photo,tennis,negative,10
Tue,Mar,2021,7c4f0389-01a5-4ea8-a643-83414441fe81,dislike,video,tennis,negative,10
Thu,Oct,2020,7c4f0389-01a5-4ea8-a643-83414441fe81,dislike,video,tennis,negative,10
Thu,Jul,2020,7c4f0389-01a5-4ea8-a643-83414441fe81,dislike,video,tennis,negative,10
Mon,Apr,2021,7c4f0389-01a5-4ea8-a643-83414441fe81,dislike,video,tennis,negative,10
Sun,Jun,2021,584211e8-3ca9-41a7-aeea-1d308bda53fd,dislike,photo,studying,negative,10
Wed,Jun,2021,584211e8-3ca9-41a7-aeea-1d308bda53fd,dislike,photo,studying,negative,10
Mon,Jun,2021,584211e8-3ca9-41a7-aeea-1d308bda53fd,dislike,photo,studying,negative,10
Sat,Nov,2020,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,dislike,video,animals,negative,10
Thu,Jun,2020,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,dislike,video,animals,negative,10
Wed,Jan,2021,f8119ef8-1f00-49e4-b468-86dd64042053,dislike,photo,culture,negative,10
Tue,May,2021,f8119ef8-1f00-49e4-b468-86dd64042053,dislike,photo,culture,negative,10
Tue,Oct,2020,b467bf5d-1bcd-4c52-a667-6b88269ad02a,dislike,video,dogs,negative,10
Mon,Dec,2020,632875ea-56de-4160-a76c-d1b3ae9e566f,dislike,GIF,public speaking,negative,10
Fri,Jun,2021,632875ea-56de-4160-a76c-d1b3ae9e566f,dislike,GIF,public speaking,negative,10
Sat,Apr,2021,632875ea-56de-4160-a76c-d1b3ae9e566f,dislike,GIF,public speaking,negative,10
Sun,Dec,2020,632875ea-56de-4160-a76c-d1b3ae9e566f,dislike,GIF,public speaking,negative,10
Mon,Sep,2020,632875ea-56de-4160-a76c-d1b3ae9e566f,dislike,GIF,public speaking,negative,10
Thu,Oct,2020,1c6be4a3-85ae-48da-81ff-44262690af51,dislike,audio,education,negative,10
Mon,Nov,2020,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,dislike,video,animals,negative,10
Thu,Oct,2020,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,dislike,video,animals,negative,10
Thu,Sep,2020,73ef953a-5bda-4532-bcd5-85a2cb61b803,dislike,photo,studying,negative,10
Sat,Oct,2020,73ef953a-5bda-4532-bcd5-85a2cb61b803,dislike,photo,studying,negative,10
Mon,Apr,2021,634a05ab-0751-45fa-a1b4-b4a9b8342f61,dislike,video,travel,negative,10
Sun,Jul,2020,fa337cb5-179a-4f92-a085-e6b3c60e2854,dislike,audio,food,negative,10
Sat,Jul,2020,fa337cb5-179a-4f92-a085-e6b3c60e2854,dislike,audio,food,negative,10
Wed,Mar,2021,fa337cb5-179a-4f92-a085-e6b3c60e2854,dislike,audio,food,negative,10
Mon,Dec,2020,fa337cb5-179a-4f92-a085-e6b3c60e2854,dislike,audio,food,negative,10
Sun,Aug,2020,46219a74-c2db-4479-a96a-d3ee54d1ea7f,dislike,GIF,soccer,negative,10
Thu,Oct,2020,46219a74-c2db-4479-a96a-d3ee54d1ea7f,dislike,GIF,soccer,negative,10
Sat,Jul,2020,1cd59d79-a2ca-4a99-92aa-2775117c4589,dislike,audio,science,negative,10
Fri,Feb,2021,1cd59d79-a2ca-4a99-92aa-2775117c4589,dislike,audio,science,negative,10
Tue,Mar,2021,1cd59d79-a2ca-4a99-92aa-2775117c4589,dislike,audio,science,negative,10
Tue,Oct,2020,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,dislike,photo,dogs,negative,10
Sat,Jun,2021,e949f4c9-81b0-44dd-8a69-0c233134bccd,dislike,audio,culture,negative,10
Mon,Sep,2020,e949f4c9-81b0-44dd-8a69-0c233134bccd,dislike,audio,culture,negative,10
Sun,Aug,2020,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,dislike,photo,travel,negative,10
Sun,Nov,2020,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,dislike,photo,travel,negative,10
Tue,Jan,2021,1735c0ee-4834-4428-8e6c-014e8fd44bc5,dislike,video,technology,negative,10
Wed,Feb,2021,1735c0ee-4834-4428-8e6c-014e8fd44bc5,dislike,video,technology,negative,10
Sun,Oct,2020,1735c0ee-4834-4428-8e6c-014e8fd44bc5,dislike,video,technology,negative,10
Wed,Mar,2021,fdca8d15-966b-4825-8133-1fafc5c1f9fc,dislike,video,dogs,negative,10
Fri,Jan,2021,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,dislike,GIF,veganism,negative,10
Tue,Feb,2021,116451da-4b67-4bcb-b43b-b19a914e0d36,dislike,video,food,negative,10
Wed,Apr,2021,116451da-4b67-4bcb-b43b-b19a914e0d36,dislike,video,food,negative,10
Sun,May,2021,c39f187c-932b-4403-ba6f-e081b235dbd4,dislike,video,travel,negative,10
Sat,Feb,2021,c39f187c-932b-4403-ba6f-e081b235dbd4,dislike,video,travel,negative,10
Sat,Mar,2021,fc462e49-0f19-4601-9f92-a31c9542887c,dislike,GIF,education,negative,10
Sat,May,2021,fc462e49-0f19-4601-9f92-a31c9542887c,dislike,GIF,education,negative,10
Mon,Oct,2020,fc462e49-0f19-4601-9f92-a31c9542887c,dislike,GIF,education,negative,10
Tue,Aug,2020,87958932-6baf-4339-b01b-6112d9b180ed,dislike,audio,culture,negative,10
Fri,May,2021,87958932-6baf-4339-b01b-6112d9b180ed,dislike,audio,culture,negative,10
Wed,Jun,2020,87958932-6baf-4339-b01b-6112d9b180ed,dislike,audio,culture,negative,10
Fri,Mar,2021,5403a041-447d-42c1-a9f2-3c525449b3b8,dislike,video,public speaking,negative,10
Tue,Sep,2020,5403a041-447d-42c1-a9f2-3c525449b3b8,dislike,video,public speaking,negative,10
Fri,Sep,2020,5403a041-447d-42c1-a9f2-3c525449b3b8,dislike,video,public speaking,negative,10
Sat,Dec,2020,e57d3bd7-da38-492d-a87d-3a643f61fd9c,dislike,audio,education,negative,10
Mon,Nov,2020,e57d3bd7-da38-492d-a87d-3a643f61fd9c,dislike,audio,education,negative,10
Mon,Jan,2021,e57d3bd7-da38-492d-a87d-3a643f61fd9c,dislike,audio,education,negative,10
Wed,Jul,2020,1d8fbfdc-3c0f-4fbf-ac50-f812ce9db36e,dislike,video,food,negative,10
Sat,Feb,2021,b0cad7dc-6333-4160-8e7f-425182eb4e29,dislike,GIF,dogs,negative,10
Tue,Sep,2020,b0cad7dc-6333-4160-8e7f-425182eb4e29,dislike,GIF,dogs,negative,10
Mon,Oct,2020,b0cad7dc-6333-4160-8e7f-425182eb4e29,dislike,GIF,dogs,negative,10
Fri,Nov,2020,70047f87-af62-4674-bf30-a03c9ee9db09,dislike,video,food,negative,10
Sat,Nov,2020,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,dislike,audio,healthy eating,negative,10
Mon,Aug,2020,b62831cc-7447-465b-9c58-1fc659b17310,dislike,audio,animals,negative,10
Tue,May,2021,b62831cc-7447-465b-9c58-1fc659b17310,dislike,audio,animals,negative,10
Fri,Dec,2020,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,dislike,photo,culture,negative,10
Sat,Jul,2020,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,dislike,photo,culture,negative,10
Thu,Feb,2021,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,dislike,photo,culture,negative,10
Mon,Nov,2020,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,dislike,photo,culture,negative,10
Mon,Dec,2020,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,dislike,photo,culture,negative,10
Thu,Nov,2020,02fca291-d239-4303-8725-1c114be2f32a,dislike,audio,dogs,negative,10
Fri,Jun,2021,00d0cdf9-5919-4102-bf84-ebde253c3cd2,dislike,audio,healthy eating,negative,10
Tue,Apr,2021,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,dislike,GIF,healthy eating,negative,10
Mon,Jan,2021,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,dislike,GIF,healthy eating,negative,10
Mon,Jul,2020,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,dislike,GIF,healthy eating,negative,10
Sun,Dec,2020,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,dislike,photo,animals,negative,10
Sun,Jun,2020,baadf2d9-ab5b-458d-a3cf-37c39a69be50,dislike,GIF,technology,negative,10
Thu,May,2021,baadf2d9-ab5b-458d-a3cf-37c39a69be50,dislike,GIF,technology,negative,10
Mon,Feb,2021,c2373565-f5f1-415f-9786-49ff558c7739,dislike,GIF,soccer,negative,10
Fri,Jan,2021,c2373565-f5f1-415f-9786-49ff558c7739,dislike,GIF,soccer,negative,10
Wed,Sep,2020,cc253c91-6df6-4de5-ab4e-6d1127620fd6,dislike,photo,science,negative,10
Tue,Sep,2020,cc253c91-6df6-4de5-ab4e-6d1127620fd6,dislike,photo,science,negative,10
Mon,Apr,2021,cc253c91-6df6-4de5-ab4e-6d1127620fd6,dislike,photo,science,negative,10
Tue,Jun,2021,cc253c91-6df6-4de5-ab4e-6d1127620fd6,dislike,photo,science,negative,10
Sat,Mar,2021,b0fbee80-d1fe-4be5-9a32-47f61e395669,dislike,photo,dogs,negative,10
Sun,May,2021,0c6e8e2a-7692-4490-b545-f76b0d06697a,dislike,photo,animals,negative,10
Wed,Jan,2021,9476189c-8342-489e-985c-81de9320f527,dislike,audio,soccer,negative,10
Fri,Feb,2021,9476189c-8342-489e-985c-81de9320f527,dislike,audio,soccer,negative,10
Tue,Sep,2020,d539c60f-9967-44b0-a11e-26d5dfa43884,dislike,GIF,fitness,negative,10
Tue,Apr,2021,410c757b-918f-4c71-892b-2e6e7697bd86,dislike,video,travel,negative,10
Tue,Jun,2020,410c757b-918f-4c71-892b-2e6e7697bd86,dislike,video,travel,negative,10
Wed,Aug,2020,410c757b-918f-4c71-892b-2e6e7697bd86,dislike,video,travel,negative,10
Fri,May,2021,51577f6a-e29e-4ed2-93eb-e7bd4eda800a,dislike,photo,dogs,negative,10
Sat,Jan,2021,140a5163-66d8-4a11-8d4e-a670483bb852,dislike,photo,science,negative,10
Thu,Jun,2020,140a5163-66d8-4a11-8d4e-a670483bb852,dislike,photo,science,negative,10
Mon,Jul,2020,436536b2-6d05-4e20-af6e-cade48b4bcf9,dislike,audio,cooking,negative,10
Wed,Jun,2021,5e813176-850f-4791-a750-4961429c2458,dislike,GIF,soccer,negative,10
Sat,Sep,2020,efda0319-e547-484a-84b5-c5041a57502c,dislike,photo,dogs,negative,10
Mon,Nov,2020,15dc9c91-11a7-45d6-ba68-107e6d4dcf7b,dislike,audio,travel,negative,10
Sun,Dec,2020,15dc9c91-11a7-45d6-ba68-107e6d4dcf7b,dislike,audio,travel,negative,10
Sat,May,2021,10683ab8-914b-43ae-ad2d-b2fd6a48dc33,dislike,audio,soccer,negative,10
Mon,Nov,2020,431c5aac-aa89-41e0-99e0-92d237ca9408,dislike,GIF,technology,negative,10
Sat,Mar,2021,431c5aac-aa89-41e0-99e0-92d237ca9408,dislike,GIF,technology,negative,10
Fri,Jul,2020,d0f8e229-c57e-460c-a08f-59672c606151,dislike,GIF,soccer,negative,10
Fri,May,2021,d0f8e229-c57e-460c-a08f-59672c606151,dislike,GIF,soccer,negative,10
Fri,Jul,2020,6a30164f-28c3-4d10-b928-66585a85cbb5,dislike,GIF,soccer,negative,10
Wed,Sep,2020,2387f014-e650-4df6-8daf-a9d863c10c7e,dislike,photo,food,negative,10
Tue,Sep,2020,2387f014-e650-4df6-8daf-a9d863c10c7e,dislike,photo,food,negative,10
Tue,Jul,2020,bead7e6d-0e1f-489d-81b2-d006a67b5b33,dislike,GIF,science,negative,10
Sun,Jan,2021,bead7e6d-0e1f-489d-81b2-d006a67b5b33,dislike,GIF,science,negative,10
Fri,Sep,2020,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,dislike,video,dogs,negative,10
Tue,Sep,2020,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,dislike,video,dogs,negative,10
Thu,Jul,2020,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,dislike,video,dogs,negative,10
Mon,Dec,2020,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,dislike,video,dogs,negative,10
Fri,Jan,2021,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,dislike,video,dogs,negative,10
Thu,May,2021,273cb565-8c43-428e-bd2b-46ae0c2ae046,dislike,GIF,animals,negative,10
Sun,May,2021,273cb565-8c43-428e-bd2b-46ae0c2ae046,dislike,GIF,animals,negative,10
Wed,Sep,2020,273cb565-8c43-428e-bd2b-46ae0c2ae046,dislike,GIF,animals,negative,10
Fri,Dec,2020,5b71c62f-2c89-4d19-991f-65fedd0b52fd,dislike,video,education,negative,10
Thu,Sep,2020,5b71c62f-2c89-4d19-991f-65fedd0b52fd,dislike,video,education,negative,10
Sun,May,2021,d624685f-99a7-4aee-902b-283f5cf85ada,dislike,photo,studying,negative,10
Wed,Jul,2020,84a81261-6334-4ba5-978d-26a45d28a44f,dislike,audio,animals,negative,10
Sun,Jun,2020,84a81261-6334-4ba5-978d-26a45d28a44f,dislike,audio,animals,negative,10
Fri,Oct,2020,84a81261-6334-4ba5-978d-26a45d28a44f,dislike,audio,animals,negative,10
Thu,Jun,2021,22cdf77b-00c8-41c3-ad59-333c3e751e2c,dislike,audio,fitness,negative,10
Mon,Jul,2020,22cdf77b-00c8-41c3-ad59-333c3e751e2c,dislike,audio,fitness,negative,10
Mon,Feb,2021,e1792fe6-28e0-49fc-8b01-0e027461d8b5,dislike,GIF,technology,negative,10
Sun,May,2021,e1792fe6-28e0-49fc-8b01-0e027461d8b5,dislike,GIF,technology,negative,10
Wed,Jul,2020,e1792fe6-28e0-49fc-8b01-0e027461d8b5,dislike,GIF,technology,negative,10
Thu,Jul,2020,e1792fe6-28e0-49fc-8b01-0e027461d8b5,dislike,GIF,technology,negative,10
Fri,Jul,2020,e1792fe6-28e0-49fc-8b01-0e027461d8b5,dislike,GIF,technology,negative,10
Tue,May,2021,e1792fe6-28e0-49fc-8b01-0e027461d8b5,dislike,GIF,technology,negative,10
Thu,Jun,2021,fd0a3090-6b89-4c4e-9192-1aa4db213a3e,dislike,GIF,cooking,negative,10
Tue,Apr,2021,9a25d0c6-1134-41d2-abc4-e893c41363bc,dislike,video,science,negative,10
Mon,Oct,2020,2f5dd79a-8884-4086-ab6f-00b3bea9d366,dislike,photo,cooking,negative,10
Thu,Apr,2021,dfaed54d-123d-46c6-8a86-dd11c30e4ca3,dislike,video,fitness,negative,10
Tue,Mar,2021,dfaed54d-123d-46c6-8a86-dd11c30e4ca3,dislike,video,fitness,negative,10
Sun,Aug,2020,cbf66fdd-cd86-4517-8081-181e45f13823,dislike,photo,science,negative,10
Fri,Aug,2020,18cb1ce7-fb66-4a56-8042-e38c9593ade1,dislike,photo,animals,negative,10
Tue,Nov,2020,18cb1ce7-fb66-4a56-8042-e38c9593ade1,dislike,photo,animals,negative,10
Tue,Dec,2020,18cb1ce7-fb66-4a56-8042-e38c9593ade1,dislike,photo,animals,negative,10
Fri,Aug,2020,18cb1ce7-fb66-4a56-8042-e38c9593ade1,dislike,photo,animals,negative,10
Wed,Dec,2020,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,dislike,GIF,travel,negative,10
Mon,Mar,2021,efffd88f-7ddb-4579-bbf2-e3d248c122b4,dislike,video,tennis,negative,10
Tue,Jun,2020,f9e9544e-16b5-416f-9aec-80a723d1e64c,dislike,video,culture,negative,10
Sun,Jun,2021,f9e9544e-16b5-416f-9aec-80a723d1e64c,dislike,video,culture,negative,10
Sat,Jun,2021,0be329af-19d6-4a34-8bc1-f4391e9877dd,dislike,video,dogs,negative,10
Fri,Aug,2020,7cbe1ddf-f81e-4597-be11-420b4dd815dd,dislike,GIF,technology,negative,10
Wed,Aug,2020,aafa015b-7447-421e-91bb-b64720402d9e,dislike,video,cooking,negative,10
Sun,Mar,2021,aafa015b-7447-421e-91bb-b64720402d9e,dislike,video,cooking,negative,10
Wed,Oct,2020,72167d71-578d-428f-af6d-5a8a92e677af,dislike,photo,animals,negative,10
Wed,May,2021,b0dd04df-83a1-470f-80ad-bb173a5e44bc,dislike,photo,cooking,negative,10
Tue,Mar,2021,b0dd04df-83a1-470f-80ad-bb173a5e44bc,dislike,photo,cooking,negative,10
Wed,Oct,2020,e221de96-8536-4782-8281-f9cda62f3c81,dislike,photo,food,negative,10
Thu,Jul,2020,e221de96-8536-4782-8281-f9cda62f3c81,dislike,photo,food,negative,10
Fri,Mar,2021,bfeb6117-9179-469d-9ea8-8f41a251a5fc,dislike,video,fitness,negative,10
Thu,Aug,2020,bfeb6117-9179-469d-9ea8-8f41a251a5fc,dislike,video,fitness,negative,10
Fri,Jan,2021,1287b5c5-604b-462b-bf77-e64a8e89739e,dislike,photo,studying,negative,10
Thu,Jul,2020,1287b5c5-604b-462b-bf77-e64a8e89739e,dislike,photo,studying,negative,10
Sun,Jul,2020,1287b5c5-604b-462b-bf77-e64a8e89739e,dislike,photo,studying,negative,10
Fri,Jun,2020,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,dislike,audio,education,negative,10
Fri,Nov,2020,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,dislike,audio,education,negative,10
Thu,Dec,2020,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,dislike,photo,cooking,negative,10
Thu,Jul,2020,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,dislike,photo,cooking,negative,10
Tue,Nov,2020,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,dislike,photo,cooking,negative,10
Mon,Oct,2020,1b7d1f70-21dd-483b-b395-e15f4c2368f1,dislike,photo,animals,negative,10
Tue,Jan,2021,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,dislike,audio,technology,negative,10
Fri,Oct,2020,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,dislike,audio,technology,negative,10
Sat,May,2021,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,dislike,audio,technology,negative,10
Thu,Nov,2020,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,dislike,audio,culture,negative,10
Wed,Feb,2021,3fc1f583-ce7e-4cfe-b891-d16976953fda,dislike,GIF,science,negative,10
Tue,Nov,2020,3fc1f583-ce7e-4cfe-b891-d16976953fda,dislike,GIF,science,negative,10
Mon,Jan,2021,3fc1f583-ce7e-4cfe-b891-d16976953fda,dislike,GIF,science,negative,10
Wed,Aug,2020,5d3d5107-2404-4fb8-a9b6-3c8428492f64,dislike,video,studying,negative,10
Fri,Aug,2020,5d3d5107-2404-4fb8-a9b6-3c8428492f64,dislike,video,studying,negative,10
Mon,Sep,2020,5d3d5107-2404-4fb8-a9b6-3c8428492f64,dislike,video,studying,negative,10
Mon,Oct,2020,46c69019-89b5-4a13-9b8a-2942ca22837f,dislike,video,science,negative,10
Tue,Mar,2021,6b2db46f-f733-4b56-af09-0ed7bb232ed4,dislike,audio,animals,negative,10
Wed,Nov,2020,6b2db46f-f733-4b56-af09-0ed7bb232ed4,dislike,audio,animals,negative,10
Sat,Mar,2021,6b2db46f-f733-4b56-af09-0ed7bb232ed4,dislike,audio,animals,negative,10
Fri,Jan,2021,6b2db46f-f733-4b56-af09-0ed7bb232ed4,dislike,audio,animals,negative,10
Mon,Mar,2021,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,photo,fitness,negative,10
Fri,Nov,2020,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,photo,fitness,negative,10
Thu,Sep,2020,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,photo,fitness,negative,10
Wed,Dec,2020,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,photo,fitness,negative,10
Tue,Jul,2020,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,photo,fitness,negative,10
Thu,Apr,2021,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,photo,fitness,negative,10
Thu,Oct,2020,7df4b13f-c41a-4c81-88fb-213a6a96acc5,dislike,audio,culture,negative,10
Sun,Jul,2020,7df4b13f-c41a-4c81-88fb-213a6a96acc5,dislike,audio,culture,negative,10
Sat,Jul,2020,7df08397-b59a-4973-8c62-fc5d4c36c08a,dislike,GIF,veganism,negative,10
Tue,Sep,2020,28fc1e6d-eae9-47de-af11-11ad726b2a88,dislike,photo,cooking,negative,10
Sat,Aug,2020,7e9865ec-7455-4b39-89f7-92e2a82d0f12,dislike,GIF,education,negative,10
Tue,Jun,2020,b6f447e5-0a89-468a-8ad2-fd45676170d5,dislike,photo,veganism,negative,10
Sat,Apr,2021,b6f447e5-0a89-468a-8ad2-fd45676170d5,dislike,photo,veganism,negative,10
Wed,Jan,2021,b6f447e5-0a89-468a-8ad2-fd45676170d5,dislike,photo,veganism,negative,10
Fri,Jul,2020,b6f447e5-0a89-468a-8ad2-fd45676170d5,dislike,photo,veganism,negative,10
Sat,Feb,2021,088e2e43-61a8-475f-a3e6-061f626b0f16,dislike,photo,veganism,negative,10
Fri,Jan,2021,088e2e43-61a8-475f-a3e6-061f626b0f16,dislike,photo,veganism,negative,10
Wed,Dec,2020,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,dislike,video,animals,negative,10
Fri,Jun,2020,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,dislike,video,animals,negative,10
Thu,Jan,2021,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,dislike,GIF,science,negative,10
